1576476900,8.3229042E7
1576477800,8.3229042E7
1576478700,8.3229042E7
1576479599,8.3229042E7
1576480500,8.3229042E7
1576481400,8.3229042E7
1576482300,8.3229042E7
1576483199,8.3229042E7
1576484100,8.3229042E7
1576485000,8.3229042E7
1576485900,8.3229042E7
1576486799,8.3229042E7
1576487700,8.3229042E7
1576488600,8.3229042E7
1576489500,8.3229042E7
1576490399,8.3229042E7
1576491300,8.3229042E7
1576492200,8.3229042E7
1576493100,8.3229042E7
1576493999,8.3229042E7
1576494900,8.3229042E7
1576495800,8.3229042E7
1576496700,8.3229042E7
1576497599,8.3229042E7
1576498500,8.3229042E7
1576499400,8.3229042E7
1576500300,8.3229042E7
1576501199,8.3229042E7
1576502100,8.3229042E7
1576503000,8.3229042E7
1576503900,8.3229042E7
1576504799,8.3229042E7
1576505700,8.3229042E7
1576506600,8.3229042E7
1576507500,8.3229042E7
1576508399,8.3229042E7
1576509300,8.3229042E7
1576510200,8.3229042E7
1576511100,8.3229042E7
1576511999,8.3229042E7
1576512900,8.3229042E7
1576513800,8.3229042E7
1576514700,8.3229042E7
1576515599,8.3229042E7
1576516500,8.3229042E7
1576517400,8.3229042E7
1576518300,8.3229042E7
1576519199,8.3229042E7
1576520100,8.3229042E7
1576521000,8.3229042E7
1576521900,8.3229042E7
1576522799,8.3229042E7
1576523700,8.3229042E7
1576524600,8.3229042E7
1576525500,8.3229042E7
1576526399,8.3229042E7
1576527300,8.3229042E7
1576528200,8.3229042E7
1576529100,8.3229042E7
1576529999,8.3229042E7
1576530900,8.3229042E7
1576531800,8.3229042E7
1576532700,8.3229042E7
1576533599,8.3229042E7
1576534500,8.3229042E7
1576535400,8.3229042E7
1576536300,8.3229042E7
1576537199,8.3229042E7
1576538100,8.3229042E7
1576539000,8.3229042E7
1576539900,8.3229042E7
1576540799,8.3229042E7
1576541700,8.3229042E7
1576542600,8.3229042E7
1576543500,8.3229042E7
1576544399,8.3229042E7
1576545300,8.3229042E7
1576546200,8.3229042E7
1576547100,8.3229042E7
1576547999,8.3229042E7
1576548900,8.3229042E7
1576549800,8.3229042E7
1576550700,8.3229042E7
1576551599,8.3229042E7
1576552500,8.3229042E7
1576553400,8.3229042E7
1576554300,8.3229042E7
1576555199,8.3229042E7
1576556100,8.3229042E7
1576557000,8.3229042E7
1576557900,8.3229042E7
1576558799,8.3229042E7
1576559700,8.3229042E7
1576560600,8.3229042E7
1576561500,8.3229042E7
1576562399,8.3229042E7
1576563300,8.3229042E7
1576564200,8.3229042E7
1576565100,8.3229042E7
1576565999,8.3229042E7
1576566900,8.3229042E7
1576567800,8.3229042E7
1576568700,8.3229042E7
1576569599,8.3229042E7
1576570500,8.3229042E7
1576571400,8.3229042E7
1576572300,8.3229042E7
1576573199,8.3229042E7
1576574100,8.3229042E7
1576575000,8.3229042E7
1576575900,8.3229042E7
1576576799,8.3229042E7
1576577700,8.3229042E7
1576578600,8.3229042E7
1576579500,8.3229042E7
1576580399,8.3229042E7
1576581300,8.3229042E7
1576582200,8.3229042E7
1576583100,8.3229042E7
1576583999,8.3229042E7
1576584900,8.3229042E7
1576585800,8.3229042E7
1576586700,8.3229042E7
1576587599,8.3229042E7
1576588500,8.3229042E7
1576589400,8.3229042E7
1576590300,8.3229042E7
1576591199,8.3229042E7
1576592100,8.3229042E7
1576593000,8.3229042E7
1576593900,8.3229042E7
1576594799,8.3229042E7
1576595700,8.3229042E7
1576596600,8.3229042E7
1576597500,8.3229042E7
1576598399,8.3229042E7
1576599300,8.3229042E7
1576600200,8.3229042E7
1576601100,8.3229042E7
1576601999,8.3229042E7
